no;state;year;price;pop;pop16;cpi;ndi;sales;pimin
408;17;80;58.3;2363;1814.7;82.4;8365.200839;127.1;57.3
409;17;81;59.8;2383;1828.3;90.9;9461.438505;132;59.9
410;17;82;65.1;2408;1843.8;96.5;10019.46624;130.9;64.7
411;17;83;77;2425;1856.4;99.6;10400.17675;127.6;74.8
412;17;84;91;2438;1867;103.9;11277.3755;121.7;84.8
413;17;85;97.5;2449;1873.8;107.6;11843.74757;115.7;93.7
414;17;86;103;2459;1887.3;109.6;12517.55303;109.4;101.9
415;17;87;114.5;2476;1898;113.6;12827.33665;105.2;108.5
416;17;88;123.9;2495;1912;118.3;13425;103.2;114.6
417;17;89;136.5;2513;1920;124;14103;96.5;118.9
418;17;90;145.8;2518.1;1923.9;130.7;15398;94.3;129.1
419;17;91;145.7;2535.4;1932.1;136.2;15849;91.8;132.5
420;17;92;174.2;2563.8;1913;140.3;16982;90;153.1
421;18;63;24.1;3121;2106.7;30.6;1724.582118;126.3;24.4
422;18;64;25;3163;2142.2;31;1792.851203;127;25.2
423;18;65;24.5;3173;2157.6;31.5;1935.691135;128.7;25.1
424;18;66;24.7;3181;2176.8;32.4;2089.034003;134;24.7
425;18;67;25;3201;2207.5;33.4;2237.125403;139.3;26.3
426;18;68;26.3;3224;2242.1;34.8;2405.172381;142.8;27.1
427;18;69;27;3232;2256.5;36.7;2587.92347;146.3;28.3
428;18;70;28.3;3219;2270;38.8;2812.686304;155.8;28.8
429;18;71;30.1;3280;2330.5;40.5;3006.990623;163.5;30.2
430;18;72;30.6;3303;2360.3;41.8;3239.105512;179.4;29.9
431;18;73;30.6;3325;2396.8;44.4;3653.971491;201.9;30.1
432;18;74;31.5;3356;2440;49.3;4052.032771;212.4;31.3
433;18;75;33.3;3392;2484.2;53.8;4380.774673;223;33.6
434;18;76;36;3439;2537;56.9;4802.992707;230.9;37.9
435;18;77;36.9;3468;2574.5;60.6;5232.562796;229.4;38.4
436;18;78;41.4;3490;2603.3;65.2;5753.50843;224.7;42.8
437;18;79;43.4;3527;2641.7;72.6;6409.94194;214.9;45.8
438;18;80;46.3;3661;2737.8;82.4;6775.444118;215.3;48.5
439;18;81;49.4;3662;2745.5;90.9;7506.448475;209.7;51.8
440;18;82;56.3;3667;2757;96.5;7988.533245;210.6;56.4
441;18;83;66.4;3714;2800.2;99.6;8272.112521;201.1;68.8
442;18;84;75.4;3723;2812.7;103.9;9062.983614;183.2;76
443;18;85;79.3;3728;2829.1;107.6;9282.49498;182.4;83.6
444;18;86;85.4;3726;2841.6;109.6;9722.568005;179.8;91.3
445;18;87;90.5;3727;2855;113.6;10328.58742;171.2;94.6
446;18;88;94.4;3727;2867;118.3;11089;173.2;102.1
447;18;89;103.8;3727;2874;124;11873;171.6;109.4
448;18;90;115.6;3735.1;2880.3;130.7;12879;182.5;128.6
449;18;91;120.5;3763.5;2903.6;136.2;13338;170.8;132.5
450;18;92;135.8;3806.1;2942.1;140.3;14664;167.6;153.1
451;19;63;30.1;3410;2194;30.6;1675.937925;114;27
452;19;64;30.1;3493;2253.6;31;1782.57023;114;27.3
453;19;65;30.3;3560;2305.5;31.5;1910.327803;117.5;27.2
454;19;66;30;3624;2363.2;32.4;2054.180818;119.7;30.3
455;19;67;31.5;3663;2404.5;33.4;2236.260509;120;30.4
456;19;68;32.5;3710;2455.5;34.8;2413.310374;117.3;30.9
457;19;69;33.3;3745;2467;36.7;2511.894958;115.9;30.9
458;19;70;34.3;3643;2467;38.8;2709.064125;115.9;36.2
459;19;71;39.3;3696;2530.5;40.5;2877.060304;119.8;37.5
460;19;72;40;3737;2580.5;41.8;3075.235437;125.3;37.4
461;19;73;39.9;3753;2616;44.4;3410.221829;126.7;37.3
462;19;74;41.6;3774;2658.3;49.3;3855.864386;129.9;41.4
463;19;75;44.3;3829;2722.8;53.8;4252.214652;133.6;43
464;19;76;48.1;3883;2781.4;56.9;4694.839314;139.6;46.4
465;19;77;48.9;3935;2839.1;60.6;5161.60714;140;48.8
466;19;78;54.2;3978;2889.1;65.2;5786.311492;142.7;53.6
467;19;79;57.1;4018;2933.3;72.6;6416.045671;140.1;56.5
468;19;80;60;4204;3079.4;82.4;7284.193588;143.8;59.7
469;19;81;62.6;4308;3160.2;90.9;8164.413086;144;63
470;19;82;70.3;4362;3200.6;96.5;8669.407587;143.9;69.2
471;19;83;80.7;4438;3256.4;99.6;8984.274676;133.7;78.6
472;19;84;90.7;4462;3274.6;103.9;9465.126014;128.9;89
473;19;85;103;4485;3294.8;107.6;9747.802218;125;96.4
474;19;86;105.1;4499;3313.1;109.6;9902.72085;121.2;103.6
475;19;87;117.8;4461;3290;113.6;10098.88405;116.5;113
476;19;88;120.4;4408;3250;118.3;10793;110.9;119.9
477;19;89;130.7;4382;3239;124;11348;103.6;125.8
478;19;90;143.4;4348;3213.9;130.7;12764;101.5;139.9
479;19;91;149.6;4381;3239.6;136.2;13349;107.2;142.7
480;19;92;178.1;4417;3274.6;140.3;14163;108.5;160.8
481;20;63;26.7;985;669.7;30.6;1878.717928;138.4;24.2
482;20;64;26.8;984;668.7;31;2042.640059;137.4;24.7
483;20;65;27.2;986;671.6;31.5;2212.948766;139.1;24.7
484;20;66;29.6;985;673.5;32.4;2356.646738;135.1;25.9
485;20;67;30.3;982;674.5;33.4;2447.123239;136;26.5
486;20;68;32;978;676.4;34.8;2613.174228;135.6;29.9
487;20;69;33.4;978;680.2;36.7;2827.124542;135.2;29.9
488;20;70;38;993;697.5;38.8;3103.876191;128.5;31.4
489;20;71;38.8;1012;716.7;40.5;3280.571475;133.2;34.1
490;20;72;41.5;1028;734;41.8;3507.294942;136.5;36.1
491;20;73;41;1037;747.4;44.4;3870.265374;138;36.9
492;20;74;41.8;1048;760.8;49.3;4234.300236;142.1;37.9
493;20;75;46.7;1058;776.2;53.8;4492.956586;140.7;40.8
494;20;76;49.9;1072;792.5;56.9;5028.364584;144.9;43.9
495;20;77;50.9;1084;808.8;60.6;5440.29877;145.6;45
496;20;78;55;1092;819.3;65.2;5882.03698;143.9;49.7
497;20;79;54.5;1097;828.9;72.6;6445.120143;138.5;53.2
498;20;80;59;1125;851;82.4;7097.615378;141.2;55.3
499;20;81;62.9;1133;862.5;90.9;7850.166979;138.9;58.4
500;20;82;69.7;1133;864.4;96.5;8341.933371;139.5;67
501;20;83;80.8;1146;877.9;99.6;8962.495724;135.4;74.7
502;20;84;93.7;1156;890.3;103.9;9851.29429;135.5;90.5
503;20;85;98.1;1165;899.9;107.6;10501.66067;127.9;89.2
504;20;86;112.7;1172;908.6;109.6;11146.7049;119;100
505;20;87;121.2;1187;922;113.6;12056.79205;125;102
506;20;88;129;1205;940;118.3;13068;125;113.5
507;20;89;144.4;1222;953;124;14110;122.4;125.9
508;20;90;160.1;1230;959.2;130.7;14975;117.5;135.9
509;20;91;158.9;1237;963.3;136.2;15093;116.1;153.9
510;20;92;187.7;1237;968.3;140.3;16298;114.7;164.4
511;21;63;28.2;3351;2238;30.6;2312.306967;122.7;23.4
512;21;64;28.5;3442;2299.3;31;2483.396944;122.2;23.9
513;21;65;27.9;3534;2365.4;31.5;2629.601107;121;24.1
514;21;66;28.2;3608;2425.8;32.4;2780.989814;121;24.1
515;21;67;29.4;3680;2485.2;33.4;2967.633426;121.7;26.3
516;21;68;30.9;3716;2523.6;34.8;3140.797221;121.7;26.7
517;21;69;30.7;3765;2563.8;36.7;3384.470825;122.3;27.2
518;21;70;32.6;3922;2723.9;38.8;3702.801874;123.5;28.5
519;21;71;34.2;4011;2816.9;40.5;3968.250566;126.7;30.2
520;21;72;34.3;4062;2884;41.8;4212.961079;133.2;29.9
521;21;73;35.3;4082;2933.8;44.4;4684.754653;137.3;30.1
522;21;74;35.8;4099;2980.8;49.3;5073.595511;144.8;31.3
523;21;75;39.5;4115;3028.7;53.8;5543.315267;146.1;33.6
524;21;76;46.1;4123;3071.8;56.9;6029.625566;137.1;37.9
525;21;77;49.2;4138;3114.9;60.6;6435.056967;135.7;38.4
526;21;78;52.1;4148;3153.3;65.2;7184.74214;134.1;42.8
527;21;79;56.2;4148;3181.1;72.6;7917.836771;131.9;45.8
528;21;80;58.1;4216;3230.9;82.4;8888.383551;131.5;48.5
529;21;81;62.8;4263;3287.5;90.9;9726.205986;137.1;51.8
530;21;82;65.4;4265;3302.8;96.5;10426.11953;131.3;56.4
531;21;83;74.9;4304;3346.9;99.6;11464.06539;128.2;68.8
532;21;84;84.2;4349;3391.9;103.9;12555.93052;122.5;76
533;21;85;90.1;4391;3434.1;107.6;13494.33312;121.9;83.6
534;21;86;93.3;4461;3496.4;109.6;14247.12902;121.8;91.3
535;21;87;100.3;4535;3552;113.6;15111.91109;119.3;94.6
536;21;88;109.2;4622;3612;118.3;16491;115;102.1
537;21;89;120.2;4694;3658;124;17489;109;109.4
538;21;90;131.5;4747.6;3699.8;130.7;18172;102.8;128.6
539;21;91;141.6;4826.1;3737.4;136.2;18477;97.6;136.5
540;21;92;159.1;4871.8;3760.2;140.3;19746;91.7;157.9
541;22;63;28;5252;3669.4;30.6;2498.002294;142.2;24.2
542;22;64;28.4;5287;3686.8;31;2653.927192;138.7;24.7
543;22;65;28.4;5361;3740.8;31.5;2802.376238;136.5;24.7
544;22;66;31;5403;3779.3;32.4;2983.932625;131.6;25.9
545;22;67;33.6;5434;3812.1;33.4;3187.916566;130.2;26.5
546;22;68;35.1;5438;3839.1;34.8;3401.512316;128;29.9
547;22;69;35;5467;3914.3;36.7;3626.855832;129.7;29.9
548;22;70;39.6;5689;4076.2;38.8;3931.229775;124.3;31.4
549;22;71;41;5741;4151.4;40.5;4199.292441;121.4;34.1
550;22;72;46;5767;4211.1;41.8;4442.791596;117.9;36.1
551;22;73;46;5793;4274.8;44.4;4861.439266;121.2;36.9
552;22;74;46.3;5789;4313.3;49.3;5272.611084;124.3;37.9
553;22;75;49.4;5778;4350.9;53.8;5721.162159;126.1;40.8
554;22;76;57.4;5769;4389.5;56.9;6115.246317;116.9;43.9
555;22;77;57.3;5768;4432.8;60.6;6611.856436;118.9;45
556;22;78;61.8;5771;4477.2;65.2;7274.00326;120.5;49.7
557;22;79;64.5;5769;4513.8;72.6;8027.996257;118.2;53.2
558;22;80;68.2;5737;4493.6;82.4;8940.050109;120.5;55.3
559;22;81;70.8;5773;4552.3;90.9;9837.152258;123.2;58.4
560;22;82;78.1;5781;4577.4;96.5;10820.76069;122.3;66.8
561;22;83;88.7;5767;4585.1;99.6;11715.72688;119.8;74.7
562;22;84;101.4;5798;4627.5;103.9;13018.66095;116;90.5
563;22;85;108.3;5823;4663.2;107.6;13860.22821;117.2;89.2
564;22;86;115;5834;4679.6;109.6;14869.46812;115.8;100
565;22;87;120.4;5855;4695;113.6;16086.9639;113.8;102
566;22;88;131.6;5889;4722;118.3;17690;111.7;113.5
567;22;89;148.6;5913;4726;124;18636;104.4;125.9
568;22;90;152.4;5913;4726;130.7;19051;99.4;135.9
569;22;91;163.3;5893.3;4678.8;136.2;19385;93.5;150.1
570;22;92;175.9;5895.3;4668;140.3;20822;90.5;164.4
571;23;63;28.8;8036;5265.5;30.6;2251.000643;126.7;24.4
572;23;64;29.3;8161;5362.8;31;2462.530846;125;26
573;23;65;28.7;8317;5494.4;31.5;2675.058832;131.8;26
574;23;66;29.2;8496;5646.1;32.4;2845.679891;134.5;26.3
575;23;67;30;8608;5758.7;33.4;2906.544714;134.4;27
576;23;68;32;8673;5849.3;34.8;3126.057188;134.2;29.8
577;23;69;31.9;8766;5892.2;36.7;3303.662735;133.4;29.7
578;23;70;33.7;8875;6064.9;38.8;3415.41454;128.6;30.6
579;23;71;39.2;8965;6198.4;40.5;3710.758596;126.1;32.2
580;23;72;40;9015;6301.4;41.8;4008.09822;131.4;32.5
581;23;73;40.2;9060;6398.7;44.4;4496.014583;133.7;32.9
582;23;74;41.1;9096;6488.4;49.3;4812.312102;138.8;34.5
583;23;75;44.4;9092;6553.3;53.8;5141.580814;136.8;36.7
584;23;76;47.9;9100;6621.9;56.9;5686.370863;138;38.7
585;23;77;48.3;9138;6704.9;60.6;6325.95039;140.3;40.6
586;23;78;54;9181;6787.9;65.2;7044.35485;141.8;50
587;23;79;57.2;9207;6849;72.6;7732.825792;140.9;52.5
588;23;80;60.3;9262;6880.4;82.4;8329.500608;140.7;53.7
589;23;81;61.8;9204;6871.9;90.9;9004.002574;139.5;58.3
590;23;82;68;9109;6828;96.5;9337.262421;137.3;65.1
591;23;83;87.7;9069;6828;99.6;10002.78433;128.3;75.7
592;23;84;97;9075;6864.2;103.9;11039.48188;128.2;85.2
593;23;85;101.4;9085;6913.8;107.6;11760.87969;126.6;88.8
594;23;86;106;9139;6992;109.6;12501.2354;126.5;93.6
595;23;87;111.4;9200;7055;113.6;13064.98334;122.1;100.1
596;23;88;122.2;9240;7090;118.3;13957.00222;121.1;108.4
597;23;89;133;9273;7108;124;14757;116.6;119
598;23;90;143.9;9315.1;7140.3;130.7;15560;114.4;130.8
599;23;91;144.9;9388.2;7183.5;136.2;15938;110.3;135.8
600;23;92;176.7;9457.4;7226.7;140.3;17154;107.6;153.5
601;24;63;28.7;3507;2314.2;30.6;2067.250905;112.6;26.4
602;24;64;30.1;3529;2333.4;31;2157.08798;104.7;27.9
603;24;65;30.2;3562;2367.9;31.5;2360.718682;109.2;28.1
604;24;66;30.3;3585;2398.6;32.4;2527.416365;110.7;30.2
605;24;67;30.9;3625;2444.7;33.4;2669.159305;114.4;30.5
606;24;68;32.7;3663;2493.6;34.8;2876.782766;113.7;32.3
607;24;69;32.8;3700;2516.7;36.7;3071.429761;112.3;32.3
608;24;70;39.1;3805;2624.1;38.8;3331.957277;104.3;37.3
609;24;71;40.1;3853;2690.3;40.5;3524.607893;116.4;38.5
610;24;72;45.2;3870;2734.5;41.8;3757.186097;96.8;38.9
611;24;73;45.6;3891;2783.4;44.4;4514.812093;106.8;39.4
612;24;74;47;3907;2829.4;49.3;4644.576756;110.6;39.9
613;24;75;49.4;3937;2885.1;53.8;4962.999276;111.5;42.6
614;24;76;52.1;3970;2941.7;56.9;5312.365677;116.7;45
615;24;77;53.1;3996;2989.7;60.6;6025.073135;117.2;46.4
616;24;78;57.9;4024;3033.8;65.2;6668.905503;118.9;53.2
617;24;79;60.9;4060;3078.9;72.6;7378.618393;118.3;54.1
618;24;80;63;4077;3079.9;82.4;8054.392831;117.7;58.8
619;24;81;65.8;4094;3101.9;90.9;8895.866763;120.8;61.4
620;24;82;71.7;4133;3130.7;96.5;9376.994207;119.4;67.8
621;24;83;87.3;4144;3143.2;99.6;9884.074584;113.2;77.9
622;24;84;99.2;4162;3166.2;103.9;11105.8588;110.8;89.8
623;24;85;101.5;4190;3196.9;107.6;11676.82332;113;92.3
624;24;86;116.3;4213;3224.7;109.6;12407.49819;104.3;104.2
625;24;87;120.1;4246;3266;113.6;12961.49348;108.8;110.3
626;24;88;141.7;4307;3312;118.3;13785;94.1;123.3
627;24;89;152.5;4353;3339;124;14771;92.3;130.1
628;24;90;162.3;4390.1;3367.5;130.7;15553;90.7;138.9
629;24;91;173.9;4447.3;3406;136.2;15869;86.2;150.3
630;24;92;197.7;4495.5;3440.5;140.3;17255;83.8;160
631;25;63;30.5;2291;1460.9;30.6;1322.572978;83.9;26.1
632;25;64;30.4;2304;1472.4;31;1383.369475;86.1;27.3
633;25;65;31.4;2309;1483.8;31.5;1496.989158;83.5;27.2
634;25;66;31.8;2339;1516.1;32.4;1616.588824;86.9;29.5
635;25;67;31.6;2344;1530.4;33.4;1760.108424;88.1;29.6
636;25;68;33.9;2349;1547.5;34.8;1919.574646;89;30.9
637;25;69;34.8;2360;1541.8;36.7;2069.074229;91;30.9
638;25;70;36.2;2216;1490.4;38.8;2243.490409;93.4;34.3
639;25;71;37.5;2253;1529.4;40.5;2441.826522;105.4;38.8
640;25;72;37.4;2286;1563.7;41.8;2681.025855;112.1;40
641;25;73;37.3;2319;1598.9;44.4;3042.814846;115;39.9
642;25;74;41.4;2338;1623.6;49.3;3302.94412;117.1;41.6
643;25;75;43;2350;1642.6;53.8;3530.183486;116.8;44.3
644;25;76;46.4;2371;1668.3;56.9;3878.019183;120.9;48.1
645;25;77;48.8;2390;1691.1;60.6;4343.461218;122.1;48.9
646;25;78;53.6;2409;1712;65.2;4773.023353;124.9;54.2
647;25;79;56.5;2429;1732;72.6;5257.402002;123.9;56.8
648;25;80;59.7;2521;1791;82.4;5676.000834;127;60
649;25;81;63;2531;1824.3;90.9;6301.905755;125.3;62.6
650;25;82;69.2;2551;1841.4;96.5;6824.157631;125.8;68.3
651;25;83;78.6;2587;1872.8;99.6;7118.173478;122.3;79.1
652;25;84;89;2598;1887.1;103.9;7659.361968;116.4;88.3
653;25;85;96.4;2613;1900.4;107.6;7968.327773;115.3;92.5
654;25;86;106;2624;1917.5;109.6;8390.913261;113.2;98.8
655;25;87;115.8;2625;1927;113.6;8827.452043;110;103.5
656;25;88;122.6;2620;1931;118.3;9560;109;112.1
657;25;89;125.8;2621;1939;124;10102;108.3;121.5
658;25;90;139.9;2620;1938.2;130.7;11054;101.8;135
659;25;91;142.7;2639.3;1952.4;136.2;11528;105.6;137.4
660;25;92;160.8;2661.7;1978.8;140.3;13006;103.9;163.9
661;26;63;25.8;4412;3064.2;30.6;2180.054671;133.2;24.1
662;26;64;25.7;4471;3103.8;31;2313.114649;130;25
663;26;65;26.1;4492;3125.9;31.5;2486.624859;130.2;24.5
664;26;66;26.2;4567;3191.5;32.4;2623.942756;139.3;24.7
665;26;67;27.5;4587;3218.5;33.4;2772.969931;138.3;25
666;26;68;29.2;4610;3258;34.8;3018.864769;137.3;26.3
667;26;69;29.9;4651;3325.5;36.7;3128.506191;137.2;27
668;26;70;36;4677;3352.5;38.8;3389.303747;121.3;28.3
669;26;71;36.8;4717;3413.2;40.5;3624.553787;127.6;30.1
670;26;72;37.7;4745;3458.5;41.8;3848.094549;130;30.6
671;26;73;37.7;4763;3501.9;44.4;4351.593504;132.1;30.6
672;26;74;38;4771;3542.3;49.3;4610.2621;135.4;31.5
673;26;75;43.5;4779;3578;53.8;5041.376427;135.6;33.3
674;26;76;44.7;4804;3628.1;56.9;5443.749799;139.5;36
675;26;77;45.9;4823;3667.6;60.6;6035.600579;140.8;36.9
676;26;78;49.9;4847;3707.2;65.2;6645.547516;141.8;41.4
677;26;79;52.2;4867;3739.9;72.6;7398.134748;140.2;43.4
678;26;80;57.3;4917;3764;82.4;7856.925551;142.1;46.3
679;26;81;59.9;4941;3788.1;90.9;8681.897411;140.5;49.4
680;26;82;64.7;4951;3797.8;96.5;9133.236855;139.7;56.3
681;26;83;74.8;4970;3817.1;99.6;9800.665702;134.1;66.4
682;26;84;84.8;5008;3850.8;103.9;10675.66811;130;75.4
683;26;85;93.7;5034;3881.6;107.6;11363.32208;129.2;79.3
684;26;86;101.9;5064;3914.4;109.6;11942.3991;128.8;85.4
685;26;87;108.5;5103;3952;113.6;12519.34716;128.7;90.5
686;26;88;114.6;5141;3984;118.3;13240;127.4;94.4
687;26;89;118.9;5159;3998;124;14008;122.8;103.8
688;26;90;129.1;5180.3;4014.5;130.7;14956;119.1;115.6
689;26;91;132.5;5221.8;4031.8;136.2;15331;119.9;120.5
690;26;92;153.1;5257.2;4062.4;140.3;16742;122.3;135.8
691;27;63;30.5;701;461.6;30.6;2079.78323;118.9;26.2
692;27;64;30.8;703;465.5;31;2136.721049;112.8;26.2
693;27;65;31;703;467.4;31.5;2292.006009;118;26.1
694;27;66;30.9;703;471.2;32.4;2446.255736;114.9;26.5
695;27;67;31.3;699;472.2;33.4;2514.581118;118;27.4
696;27;68;32.4;696;475.1;34.8;2639.844319;116.1;32
697;27;69;32.6;694;471.2;36.7;2789.953114;117.4;31.9
698;27;70;34;694;482.8;38.8;3091.205936;111.2;33.8
699;27;71;34.7;710;501.1;40.5;3224.751002;115.6;33.6
700;27;72;40.1;718;511.7;41.8;3686.464949;122.2;33.7
701;27;73;40.9;726;523.3;44.4;4281.723962;119.9;34.4
702;27;74;41.8;735;534.8;49.3;4548.814093;121.9;35.8
703;27;75;43.7;747;548.3;53.8;4888.370539;123.7;38.6
704;27;76;45.3;756;559.9;56.9;5151.319738;124.9;42.5
705;27;77;47.6;768;572.4;60.6;5470.171522;127;43.4
706;27;78;51.9;780;584.9;65.2;6344.943463;127.2;49.8
707;27;79;53.7;786;591.7;72.6;6767.318554;120.3;51.7
708;27;80;56.7;787;590.7;82.4;7466.100874;122;55.3
709;27;81;60.4;793;593.6;90.9;8322.23862;121.1;55.9
710;27;82;65.7;801;599.4;96.5;8779.811635;122.4;64.3
711;27;83;77.2;817;611;99.6;8956.836489;113.7;71
712;27;84;91.3;824;616.7;103.9;9446.50173;110.1;81.7
713;27;85;95.5;825;618.7;107.6;9765.353514;103.6;87.4
714;27;86;102;817;614.8;109.6;10476.55863;97.8;97.8
715;27;87;106.2;809;610;113.6;10846.13684;91.7;102.7
716;27;88;115.3;805;608;118.3;11371;87.1;112.9
717;27;89;123;806;610;124;12390;86.2;118.6
718;27;90;140.4;805;609.2;130.7;13318;84.7;129.5
719;27;91;143.6;814.1;618.4;136.2;14079;82.9;127
720;27;92;163.5;830.2;632.6;140.3;15490;86.6;155.1
721;28;63;25.8;1468;1002.9;30.6;2055.095514;118.5;25.8
722;28;64;27.5;1471;1005.8;31;2135.925229;106.3;25.6
723;28;65;27.6;1459;1001;31.5;2395.59069;110.5;26.1
724;28;66;29.6;1442;993.2;32.4;2588.571635;106.1;26.2
725;28;67;31.4;1443;1000;33.4;2670.411722;110;27.4
726;28;68;33.2;1453;1016.5;34.8;2801.76001;109.5;29.2
727;28;69;32.9;1449;1018.4;36.7;3106.892185;108.4;29.9
728;28;70;33.9;1483;1059.1;38.8;3295.831645;108.1;34.1
729;28;71;34.7;1505;1084.3;40.5;3540.341534;108.6;34.4
730;28;72;41.1;1520;1104.7;41.8;3919.230825;104.9;34.4
731;28;73;41.2;1531;1123.1;44.4;4689.133864;106.6;34.4
732;28;74;42;1541;1141.5;49.3;4679.03015;110.5;35.8
733;28;75;44.6;1546;1155;53.8;5349.916787;114.1;38.6
734;28;76;46.8;1555;1171.5;56.9;5448.933189;118.1;42.6
735;28;77;48.1;1561;1184.1;60.6;5813.677279;117.7;43.4
736;28;78;53.6;1569;1197.7;65.2;6579.538833;117.4;49.8
737;28;79;55.4;1574;1205.4;72.6;7449.468645;116.1;51.7
738;28;80;59.5;1570;1194.8;82.4;7640.428847;116.3;55.3
739;28;81;60.9;1577;1199.6;90.9;8947.849494;117;55.9
740;28;82;69.7;1586;1205.4;96.5;9097.384467;117.1;64.3
741;28;83;83.7;1597;1212.2;99.6;9525.781959;110.8;71
742;28;84;94.8;1606;1220.9;103.9;10599.8068;107.7;81.7
743;28;85;95.8;1604;1221.9;107.6;11166.62518;105.1;87.4
744;28;86;104;1598;1220;109.6;11542.48336;103.1;97.8
745;28;87;113.7;1594;1219;113.6;11983.00531;101.3;102.7
746;28;88;123.3;1602;1227;118.3;12567;92.9;112.9
747;28;89;139.3;1611;1232;124;13268;93.8;118.6
748;28;90;143.4;1614.1;1234.3;130.7;15153;89.9;129.1
749;28;91;152.2;1629.4;1244.7;136.2;15466;92.4;127
750;28;92;169.5;1642.7;1255.1;140.3;16992;90.6;153.1
751;29;63;29.9;391;263.2;30.6;2836.836824;212.7;23.9
752;29;64;29.5;418;280.6;31;2919.303011;206.3;24
753;29;65;29.7;434;289.3;31.5;3016.063336;192.7;24.2
754;29;66;29.9;435;287.3;32.4;3160.104276;184;25.5
755;29;67;30.2;436;287.3;33.4;3332.733493;175.8;26
756;29;68;32.8;449;296;34.8;3639.507708;189.7;31.3
757;29;69;33.3;457;302.8;36.7;3897.90176;198.6;31.9
758;29;70;38.9;488;341.3;38.8;4377.305192;189.5;33.8
759;29;71;44;514;361.6;40.5;4597.215023;190.5;33.6
760;29;72;40.6;535;380.9;41.8;4786.337478;198.6;33.7
761;29;73;40.3;551;395.3;44.4;5256.944517;201.5;36.3
762;29;74;41.9;573;414.6;49.3;5525.234511;204.7;37.8
763;29;75;44.5;590;431;53.8;6103.597368;205.2;40.3
764;29;76;44.9;610;450.3;56.9;6572.005308;201.4;42.5
765;29;77;49.3;634;472.5;60.6;7269.119474;190.8;44.7
766;29;78;54.3;666;500.4;65.2;8207.034904;187;49.5
767;29;79;57.1;702;530.3;72.6;9016.303083;183.3;53.7
768;29;80;63.1;799;616.2;82.4;9886.046466;177.7;56.4
769;29;81;63.3;845;651.8;90.9;10682.12006;171.9;59.2
770;29;82;71.6;881;680.8;96.5;10913.02538;165.1;67.6
771;29;83;81.9;891;689.4;99.6;11571.65532;159.2;76.5
772;29;84;99.8;911;706.8;103.9;12056.5565;136.6;88.5
773;29;85;109.3;940;729;107.6;12701.99186;146.7;97.6
774;29;86;106.6;967;751.1;109.6;13280.35471;142.6;99.9
775;29;87;114;1007;782;113.6;13991.76302;147.7;103.9
776;29;88;129.6;1054;816;118.3;15121;141.9;113.5
777;29;89;145.6;1111;860;124;16295;137.9;125.6
778;29;90;173.7;1174.5;909.2;130.7;16142;137.3;130.2
779;29;91;186.3;1254.6;965.6;136.2;16382;115.5;144.4
780;29;92;193.8;1296.7;993.9;140.3;17711;110;165.7
781;30;63;24.2;646;446.2;30.6;2320.244472;221.4;26.7
782;30;64;24.7;659;454.9;31;2487.418759;223.9;26.8
783;30;65;24.7;673;465.5;31.5;2632.153545;233.8;27.2
784;30;66;25.9;676;468.4;32.4;2845.328811;287.6;29.6
785;30;67;26.5;691;480;33.4;3025.966799;297.9;30.3
786;30;68;29.9;703;489.6;34.8;3259.337617;264;32
787;30;69;29.9;717;505;36.7;3493.830409;248.5;33.4
788;30;70;31.4;737;517.6;38.8;3659.882721;265.7;37.7
789;30;71;34.1;759;537.8;40.5;3880.911813;278;38.8
790;30;72;36.1;775;554.2;41.8;4114.28263;296.2;40
791;30;73;36.9;793;571.5;44.4;4600.097841;279;39.8
792;30;74;37.9;805;586.9;49.3;4961.373818;269.8;41.3
793;30;75;40.8;815;599.5;53.8;5317.039919;269.1;41.8
794;30;76;43.9;829;615.9;56.9;5830.904507;290.5;47.1
795;30;77;45;850;638;60.6;6362.720697;278.8;47
796;30;78;49.7;869;658.3;65.2;7041.515622;269.6;52.5
797;30;79;53.2;887;676.6;72.6;7863.923358;254.6;54.5
798;30;80;55.3;921;702.6;82.4;8721.112321;247.8;58.9
799;30;81;58.4;936;719;90.9;9604.106712;245.4;61
800;30;82;67;951;733.4;96.5;10404.07495;239.8;66.8
801;30;83;74.7;959;742.1;99.6;11282.58144;232.9;77
802;30;84;90.5;977;760.4;103.9;12609.87796;215.1;90.6
803;30;85;89.2;998;778.7;107.6;13589.36221;201.1;95.5
804;30;86;100;1027;802.8;109.6;14550.89485;195.9;104.9
805;30;87;102;1057;825;113.6;15902.87483;195.1;113.8
806;30;88;113.5;1085;843;118.3;17201;180.4;123.7
807;30;89;125.9;1107;858;124;17829;172.9;129.7
808;30;90;135.9;1111;861.1;130.7;18475;152.4;143.7
809;30;91;153.9;1107;855.1;136.2;18710;144.8;150.1
810;30;92;164.4;1113;965.5;140.3;20889;143.7;168
811;31;63;28.8;6542;4606.4;30.6;2856.511682;141.4;26.2
812;31;64;30;6680;4702.4;31;3057.566158;135.6;26.9
813;31;65;30;6781;4773.3;31.5;3219.068934;138;26.5
814;31;66;30.1;6911;4877.1;32.4;3436.603285;144.9;29.8
815;31;67;34.2;6981;4945;33.4;3633.263128;131.1;30.1
816;31;68;34.5;7070;5037.2;34.8;3909.026371;130.2;32
817;31;69;38.6;7148;5163.3;36.7;4139.744622;121.2;32.2
818;31;70;41;7168;5153.6;38.8;4505.597849;120.7;38.4
